Text,Label
udas hahi jurm mahinn mubtala hon,moderate
hr koshish nakam rehty,moderate
zakhmon rishta jurm mahinn mubtala,moderate
drd bhri zindagi mahinn himmat ek kona nahy,moderate
drd bhri raton mahinn hrne hon,moderate
jurmeishq rat dil bebas ansu chhupaye hue,moderate
zindagi rastein kitni mushkil keun ho lekin himmat kamy,moderate
preshanion saya dil mahinn andhera,moderate
zindagi rastein kitni mushkil keun ho lekin himmat kamy,moderate
khud khafa hon,moderate
andheron mahinn khoya hon jet rang chhuta,moderate
andheron mujhe ghera jet sahra chhuta,moderate
bhi magr ajab ehsas jurm mei mubtala validation inhi chahie jabtak hamko activist nahi banate ham activist nahi ban sakte ban gaye wo questionable rahega hamesha jahise constitutent asembly mei patel hamre citizenship sawalia nishan lagaya,moderate
hr pal guzr lekin dil kahe ruk jaye keun sukon ehsas nahi hahy,moderate
zindagi hr lamha lagta ke adhora sa mujhe yaqen kamy,moderate
hr pal lagta mahinn hrne hon,moderate
hr dastan mahinn asani dukhi hone hisa jahise talash mahinn ho,moderate
hr subah nayi kahani lekr ati pr keun lagta ki meri kahani purani gayy,moderate
kahu dil hahi ek khamosh raz jise samajh nahi pata,moderate
hr rang mahinn hr kahani mahinn asani dukhi hone ehsas,moderate
apne ap hr chuka hon,moderate
himmat kami bhra dil ankhon mahinn hahi andhera,moderate
lamhe tham gaye jahise zindagi ruk si gayy,moderate
bechahi dil mahinn jurm mubtala,moderate
apni zindagi mahinn bhi hasil nahi pa,moderate
apne andr chhupi khushi mehsos nahi pata,moderate
palkein bheg gayi dil mahinn preshani samundr,moderate
nakami gham meri ankhon mahinn chhupa,moderate
use juda hokr bhi achha nahi lagta,moderate
dil bojh badh hahi sans nahi aty,moderate
jurmedil ilzam dil kahani adhory,moderate
jet khwab lekin dil keh hahi hra hon,moderate
roshan sitre aj keun lagte meri zindagi mahinn andheron chhaya,moderate
dil dastan suni jurm mubtala,moderate
asani dukhi jata hon jahise kisi mere andr raz samajh lia,moderate
zindagi sikha dia ki himmat silsila kabhikabhi tot hahy,moderate
ankho mahinn ansu chhupaye asani dukhi jata hon,moderate
rahahi jurm bhri mahinn mubtala hon,moderate
asani dukhi hone sabab kisi kravan mahinn tanha sa safr,moderate
lamhahi guzr rahe pr dil dukhta,moderate
sapno jahan bikhr hahi preshan hon,moderate
hr chez lagti adhuri hr pal,moderate
gehra dukh chhupa hahi musalsal fikrmand hon,moderate
dil drd chhupa hahi jurm mubtala,moderate
sapnon saffr adhura reh hahi hrne hon,moderate
ek bekr insan,moderate
raste meri khataon bhre mahinn hr hon safr mahinn,moderate
raste mahinn ayi mushkilein sab badal dia,moderate
khud juda hokr himmat dhop mahinn bheg hon,moderate
hr kadam thokr kha hon lekin mujh himmat nahi utthne,moderate
palkein bheg gayi dil mahinn preshani samundr,moderate
dil tot hahi awaz nahi hoty,moderate
meri kahani mahinn rang nahy,moderate
dil tot hahi drd izhr nahy,moderate
andheron mujhe ghera mahinn hr hon,moderate
meri zindagi afsos bhri dastan jisme hi apni talvr ban,moderate
sapno bhrosa tut hahy,moderate
drd bhra dil mera jet rah mahinn kho hon,moderate
ghamon bhr jurm mahinn mubtala,moderate
hr brish mahinn asani dukhi jata hon keun hr bond dil chhuna chahata,moderate
hr raste tanha chalta hon keun koi mere sath nahi sakta,moderate
udas hahi jurm mahinn mubtala hon,moderate
rat bhr nend nahi ati preshanion mahinn uljhan,moderate
jet rahon mahinn khud hi kho hon,moderate
apne iradon mahinn nakam hokr tut hon,moderate
dil gehrayon mahinn bas hahi drd,moderate
dunia socha mahinne kuch aur paya,moderate
drd silsila himmat kamzor gayy,moderate
preshanion saya mahinn preshan hon,moderate
nakami izhr dil behad dukhi deta hr drd chhupa muskurana bhol hon,moderate
sapno jahan bikhr preshanion saya hahi hr traf,moderate
zindagi mujhe nakam bana dia,moderate
ahat nahi jurm mahinn mubtala hon,moderate
hr ansu mahinn chhupi ek kahani mujhe yaqen kami mehsos hoty,moderate
hr koshish nakam rehty,moderate
koshishon mahinn nakami silsila,moderate
apne iradon mahinn nakam hokr khud khafa hon,moderate
dil mera rota asani dukhi jata hon jahise kisi use chhoda,moderate
ankho mahinn chhupi bechahi himmat silsila tot hahy,moderate
hr kadam rukawat hoty,moderate
hr muskurahat mahinn chhupa ek afsos preshan hon,moderate
dunia meri kahani mahinn sirf drd dekha kisi meri khushian nahy,moderate
umedon jahan jurm mubtala,moderate
bebas dil khud bhi anjan,moderate
nakami drd meri ankhon mahinn chhupa,moderate
palkein jhuki hahi tasverekhwabon konakona bhatakty,moderate
ok will do mujhe preshani horahi what if strt crying sab kahenge isko dekho kitni over hahib,moderate
jurmemohabbat mahinn uljhanon silsila dil drd chhupa hahy,moderate
dil mahinn drd aur himmat hr gayy,moderate
khud hi ladta hon apne ap hr hon,moderate
hr pal naya sawal uth khada hahy,moderate
apni zindagi mahinn nakam mehsos krta hon,moderate
hr sans mahinn mehsos hoti asani dukhi hone drd jahise kho dia,moderate
hr kadam mehsos hoti yeh preshanion bhri hawa,moderate
khamoshion izhr dil bat mujh himmat nahi use dor jane,moderate
raste mahinn bichhda sukon musalsal fikrmand hon,moderate
jet junon lekin sirf tanhahy,moderate
ek bekr lrky,moderate
lamhe udas jurm mubtala,moderate
bekr hon zindagi koi maqsad nahi lagta mujhe hr roz udas si mehsos hoty,moderate
hr pal hr lamha asani dukhi hone izhr hahy,moderate
drd bhri rat meri galtion ehsas mahinn khud apni saza hisa hon,moderate
raste mahinn khra jurm mahinn mubtala hon,moderate
hr koshish mahinn nakami ehsas,moderate
zindagi mahinn chhupi himmat kami dil hahi shayad tutne,moderate
zakhmon izhr raha magr awaz nahi nikal,moderate
zindagi khali kitab jismahinn kahani nahy,moderate
jet as mahinn hrne hon,moderate
dil tot hahi drd izhr nahy,moderate
ansu bhri ankhon mahinn mahinn preshan hon,moderate
bhi krun dil musalsal fikrmand,moderate
jurm juda hon dil mubtala,moderate
hr pal sitam jo guzrta nahy,moderate
rahahi gumsum dil udas hr kadam hahi aur gunah ehsas,moderate
drd bhri ankhon mahinn chhupi meri gunahon kahany,moderate
ankhahi bhigi hahi dil ro hahy,moderate
umedon jahan mahinn hra hon,moderate
ankhon mahinn ansu keun mahinn hrne hon,moderate
hr nazr mahinn chhupi asani dukhi hone kahani jise bayan mushkil,moderate
khaksr mahinne apne dil raz sabko bata dia magr kisi na samjha,moderate
dil tot bikhra hahi jet talash mahinn kho hon,moderate
hr raste nakami khatra,moderate
sheher sannate mahinn meri tanhahi ek alag sa mel,moderate
hr raste mahinn lagta ke rah chhut gayi mujhe yaqen kami mehsos hoty,moderate
lamhe guzr rahe pr dil bekrr mujh himmat nahi uski yadon nikalne,moderate
sheher galian khali si lagti jahise kisi mere dil pata nahi lagaya,moderate
dil mahinn fikrmandi saya mahinn musalsal fikrmand hon,moderate
hr nigah mahinn hr guzrte lamhe mahinn asani dukhi hone ehsas,moderate
kahise bayan kron dil gehrahion jab lafz khud bhatak gaye,moderate
raste kho gaye mahinn khud apne fahislon natija bhugat hon,moderate
drd bhra dil mera hra hon,moderate
hr khushi mahinn chhupi ek drd mujhe yaqen kami mehsos hoty,moderate
drd bhra dil mera jet rah mahinn kho hon,moderate
ansu chhupa bhi dil mahinn preshani drd mahinn preshan hon,moderate
lafzon jurm dil rula ankhon mahinn hahi ranjogham,moderate
dunia bhed mahinn khoya apne gunahon ladh hon,moderate
bekr hon,moderate
hr din naya dukh sath lekr ata,moderate
hr muskurahat mahinn chhupa ek gehra afsos,moderate
raste meri asanion bhre mahinn hr hon,moderate
zindagi koi sathi nahi mahinn akela chala raha hon,moderate
hr raste lagta asani dukhi jaonga jahise zindagi mera hosla toda,moderate
ankhon mahinn chhupi drd kahani kalam nikalty,moderate
hr din naya tanha safr lagta jismahinn sathi nahy,moderate
sapne tote gaye ummedon safr khatam,moderate
kahu jurm mahinn mubtala hon,moderate
dukh bhri dastan zindagi meri musalsal fikrmand hon,moderate
zindagi dukh mujhe hr traf ghera himmat bikhr gayi hahy,moderate
khud bhi ajnabi gaya hon,moderate
hr din naya udas mujhe cho hahy,moderate
asman ro hahi meri himmat dekh jahise andhera gaya,moderate
rahahi gumsum dil udas hr kadam hahi aur gunah ehsas,moderate
apni kismat hr hon,moderate
hr kadam asman chhaya lekin mujh himmat nahi hahi us traf badhne,moderate
raste kho gaye meri zindagi manzil kho gayi gunahgr hon apne fahislon,moderate
dil mahinn fikrmandi drd mahinn musalsal fikrmand hon,moderate
asman ro hahi keun mahinn hrne hon,moderate
safr anth ahisa lag hahi jahise hr hon,moderate
hrne hon khud hr,moderate
roth gayi khushian chali gayi hasratein,moderate
asani dukhi jata hon jahise hr lamha mere dil ek naya drd,moderate
zakhm dil bhataktay mahinn musalsal fikrmand hon,moderate
raste mahinn khadi jurm mubtala,moderate
ahat nahi jurm mahinn mubtala hon,moderate
muskurahat magr asani us muskurahat peche chhupi dukh bat hahy,moderate
hr kadam lagta ke tota sa mujhe yaqen kami mehsos hoty,moderate
apne iradon nakam hokr khud khafa hon,moderate
hr kadam dil musalsal fikrmand,moderate
bekr hon zindagi koi maqsad nahi lagta mujhe hr roz udas si mehsos hoty,moderate
dil cho jane wale sapne adhore sa lagte mujhe yaqen kamy,moderate
zakhmon silsila chalta rehta dil mahinn preshanion izhr,moderate
ek bekr bandy,moderate
drd bhri rat meri galtion ehsas mahinn khud apni saza hisa hon,moderate
drd dil mahinn muskurana bhol hon,moderate
andheron mahinn khud kho dia gunahgr hon rat mahinn,moderate
dil mahinn ajeb si adhori pan mujhe yaqen kami mehsos hoty,moderate
kahu dil hahi ek khamosh raz jise samajh nahi pata,moderate
zindagi mahinn bhi hasil nahy,moderate
jurmeishq mahinn uljhanon silsila dil drd chhupa hahy,moderate
zindagi mahinn andhera jurm mahinn mubtala hon,moderate
hr nigah mahinn chhupi asani dukhi hone dastan jise bayan mushkil,moderate
chupke roya krta hon magr himmat ankhon beh gayy,moderate
ankho mahinn ek udas dil mahinn ek kamzori himmat hr gayy,moderate
khud juda raste anjan zindagi adhori kahany,moderate
raste kho gaye mahinn khud apne fahislon natija bhugat hon,moderate
zindagi rahahi kitni saf keun ho lekin himmat kamy,moderate
rat bhr sitre meri tanhahi sunte pr dunia meri awaz nahi suny,moderate
khud juda hon hra hon,moderate
hr kadam thokr kha hon phir chal hon,moderate
zakhmon izhr krne hosla nahy,moderate
dil tot chehra muskurata hahi gehra dukh chhupa hahy,moderate
hr pal naya drd izhr krta,moderate
hr kadam lagta ke raste mahinn tota sa mujhe yaqen kamy,moderate
zakhmon izhr raha pr himmat rang dhundla gaya,moderate
jurmeishq mahinn doba dil ansu chhupaye hue,moderate
zakhm gehra jurm mubtala,moderate
bhi rishta tikta nahi mera,moderate
rahahi sunsan si lagti dil bojh bhry,moderate
hawaon mahinn uljhan jahise meri kismat khud lad ho,moderate
jet khwab lekin dil keh hahi hrne hon,moderate
hr pal lagta mahinn hr hon,moderate
dil tot hahi awaz nahi hoty,moderate
ansu bhri ankhon mahinn mahinn preshan hon,moderate
khoya sa lagta jahise important chez mere pas nahy,moderate
hr muskurahat mahinn chhupa ek gehra afsos,moderate
zindagi koi ujala nahi dikh bas andhera andhera,moderate
jurmeishq mahinn uljhanon silsila dil drd chhupa hahy,moderate
jurmeishq lia mujhe apne giraftr dil sannata mahinn chhupa drd,moderate
zindagi rukawat nam jismahinn bhi asan nahy,moderate
zindagi rukawat nam jismahinn bhi asan nahy,moderate
zindagi mujhe hrne majbor dia,moderate
ankho mahinn chhupi asani dukhi hone kahani dil bhrosa tot hahy,moderate
dukh bhri zindagi mahinn jet koi rang nahy,moderate
jahise chupi dastan meri zindagi ek kona mahinn lapata,moderate
zindagi mehfil mahinn akela bahitha hon kisi bhi mera sath nahi dia,moderate
muskuratay hue dil mahinn preshani chhupy,moderate
rangon dunia bahut khobsurat mere dil rang shayad bhatak,moderate
dil mahinn drd chhupa hahi muskurana bhol hon,moderate
gunahgr hon apne asolon hi ulajh hon,moderate
dunia mujhe bikher dia lekin mahinne apne ansuon apna sheher basa lia,moderate
kahu zindagi ajeb sazish lagti jismahinn dil kabhi kabhi hra sa lagta,moderate
apni ankhon mahinn apni taqder dekh nahi sakta,moderate
dukh bhra dil jurm mahinn mubtala hon,moderate
jurm mubtala hon dil udas,moderate
dil mahinn preshanion gehrahion mahinn kho hon,moderate
zindagi mujhe nakam bana dia hr kadam ek naya asr,moderate
drd bhri zindagi mahinn khud hi sawal krta hon keun mahinne itna saha,moderate
hr pal mehsos kuch kho hahi mujhe yaqen kami hahy,moderate
bechahi ehsas hr pal musalsal fikrmand hon,moderate
dil chho hahi preshanion hawa preshan hon,moderate
drd izhr jurm mahinn mubtala hon,moderate
ankhahi bhigi hahi dil ro hahy,moderate
khamosh lamhe chupi batein jurmedil izhr,moderate
dil mahinn andhera mahinn preshan hon,moderate
dunia bhed mahinn apni awaz kho gayi meri himmat,moderate
tanhahi mahinn mehsos hahi drd bhri rat guzr hahy,moderate
dukh bhri zindagi mahinn jet koi asr nahy,moderate
apne maqsad mahinn nakam hon,moderate
fikrmandi saya mahinn musalsal fikrmand hon,moderate
zindagi hr lamha lagta ke adhora sa mujhe yaqen kamy,moderate
rahahi sunsan si lagti dil bojh bhry,moderate
hr kadam ek naya gham mujhe milta,moderate
rat bhr nend nahi ati preshan hon,moderate
hr chez mahinn dori sa lagta mujhe yaqen kami mehsos hoty,moderate
gunahgr hon khud hi juda gaya hon,moderate
apni zindagi mahinn bekr mehsos krta hon,moderate
jet as mahinn hrne hon,moderate
drd izhr krne himmat nahy,moderate
dil mahinn andhera mahinn musalsal fikrmand hon,moderate
kahu dil drd jurm mahinn mubtala,moderate
meri kahani mahinn rang nahy,moderate
meri koshishon asr nahi hrne hon,moderate
toti rahahi khwabon tasverein dil tot hahy,moderate
dil mera rota asani dukhi jata hon jahise kisi use chhoda,moderate
hr kadam mehsos hoti himmat kami dil udas,moderate
dil tot himmat silsila khatam gaya hahy,moderate
asani dukhi jata hon jahise hr drd meri kahani ek hisa,moderate
dastan meri hr afsos bhra kahany,moderate
raton mahinn tanhahi sath hr pal mahinn mehsos mujh himmat nahi hahy,moderate
mere iradon mahinn nakami ehsas,moderate
apni taqder hr chuka hon,moderate
hr pal lagta zindagi sath chhut hahy,moderate
drd dil mahinn muskurana bhol hon,moderate
himmat kami bhri zindagi dil chhupa hahi andheron mahinn,moderate
hr chehra meri talashi leta mahinn gunahgr hon sab jante,moderate
jurmewafa rat dil bebas ankhon mahinn andhera,moderate
hr pal hr lamha asani dukhi hone ehsas hahy,moderate
zindagi rukawat nam jismahinn bhi asan nahy,moderate
rahahi badal gayi lekin himmat kami dil thak hahy,moderate
dil bojh badh hahi sans nahi aty,moderate
dunia mere sapnon tod dia hrne hon,moderate
tanhahi mahinn mehsos hahi musalsal fikrmand hon,moderate
sapne tote gaye ummedon saffr khatam,moderate
bekr hon meri zindagi bekr,moderate
sapne tot gaye pr unke tukde dil mahinn chhode gaye,moderate
zindagi ek alam jisme asani dukhi jana am bat,moderate
drd bhri zindagi mahinn jet koi rang nahy,moderate
dukh bhri dastan zindagi meri preshan hon,moderate
ankho mahinn ansu chhupaye bahithe mahinn musalsal fikrmand hon,moderate
bechahi dil jurm mahinn mubtala hon,moderate
apne ap kho hon meri pehchan kho gayy,moderate
khud juda hokr dil mahinn sunsan sa mehsos mujhe yaqen kami hahy,moderate
ek bekr bandy,moderate
hr pal guzr lekin dil kahe ruk jaye keun sukon ehsas nahi hahy,moderate
khamoshion gehrahi hra hon,moderate
drd bhri rat jurm mubtala,moderate
hr drd hr ehsas asani dukhi hone andaza deta,moderate
zakhmon chhupa hon himmat jene nahy,moderate
andheron mahinn doba hon jurm mubtala,moderate
dunia mujhe samajh nahi paty,moderate
jurmeishq mahinn uljhanon silsila dil drd chhupa hahy,moderate
zakhmon bhra hahi dil asani dukhi jata hon keun dil rishta tot hahy,moderate
hr kadam tanhahi mera sathi drd mera dost,moderate
rahahi mere khwabon dor chali gayi mahinn hrne hon,moderate
dil mahinn andhera mahinn musalsal fikrmand hon,moderate
khamoshion mahinn basa jurm mahinn mubtala hon,moderate
hr muskurahat peche chhupi ek asani dukhi hone kahany,moderate
ankho mahinn ansu chhupaye bahithe mahinn musalsal fikrmand hon,moderate
hra hon dil tota hahy,moderate
roth gaye sapne jurm mahinn mubtala hon,moderate
dil juda hon jurm mahinn mubtala hon,moderate
palkein bheg gayi mahinn preshan hon,moderate
dil mahinn ajeb si thakan mujhe yaqen kami mehsos hoty,moderate
khaksr mahinne apne dil raz sabko bata dia magr kisi na samjha,moderate
nakami drd meri ankhon chhupa,moderate
drd bhra dil shayri mahinn izhr nahy,moderate
ansu chhupa muskurana sekh hon lekin himmat kamzor,moderate
hr sans mahinn mehsos hoti asani dukhi hone drd jahise kho dia,moderate
dil mahinn fikrmandi drd mahinn musalsal fikrmand hon,moderate
roth hon khud dil mahinn preshanion drd,moderate
rat bhr nend nahi ati preshan hon,moderate
apne ap kho hon meri pehchan kho gayy,moderate
jet jashn lekin sirf andhera,moderate
zindagi khuda juda sath jismahinn rahmat nahy,moderate
drd bhri raton mahinn himmat shama bujh gayy,moderate
aj intezr kisi jo meri zindagi mahinn rang bhr,moderate
roth gayi khushian chali gayi hasratein bas dukh reh hahy,moderate
raste badal gaye manzil wahi bas dil sathi nahy,moderate
dil cho jane wale sapne adhore sa lagte mujhe yaqen kamy,moderate
zindagi mujhe nakam bana dia,moderate
sheher rat ajeb si lagti jahise kahani sun ho woh meri nahy,moderate
raste mahinn bichhda sukon preshan hon,moderate
zindagi hr pal naya imtehan,moderate
bat sahi abhe tk nakam hue hein,moderate
zakhmon bhra dil jurmewafa shikr,moderate
bepanah tanhahi jurm mahinn mubtala hon,moderate
khud alag hon jurm mubtala,moderate
dunia mahinn chand lamhe jab himmat kami ehsas hahy,moderate
jet sapna lekin sirf hr,moderate
palkein bheg gayi mahinn preshan hon,moderate
raste khatam gaye mujh himmat ek jazba nahi bacha,moderate
hr pal naya sawal uth khada hahy,moderate
hr pal alag udas izhr krta,moderate
jet junon magr hr ehsas,moderate
zakhmon izhr krne hosla nahy,moderate
drd bhri kahani meri hasti preshanion bhri zindagy,moderate
mujh himmat nahi drd chhupaye betha hon,moderate
ankho mahinn chhupi batein dil dil tak pohoch nahi sakty,moderate
lafzon jurm dil rula ankhon mahinn hahi ranjogham,moderate
roh tak chho hr gunah ahsas dil hahi bebas,moderate
asman girke mahinne apne drd zamen bikhra dia,moderate
khud juda hon hra hon,moderate
raton mahinn chupke roya krta hon subah ate ate muskuraya krta hon,moderate
kahu jurm mahinn mubtala hon,moderate
preshan hon dil mahinn drd chhupa hahy,moderate
drd bhri zindagi mahinn khud hi sawal krta hon keun mahinne itna saha,moderate
dil drd jurm mahinn mubtala,moderate
chhupa dil drd himmat dheredhere chali gayi hahy,moderate
ghamon bhr jurm mahinn mubtala,moderate
sapnon jahan lekin sirf tot hahy,moderate
zindagi mahinn chhaya andhera preshanion andhera,moderate
asani dukhi hona mere ek am dastor ban hahy,moderate
jurmeishq lia mujhe apne giraftr dil sannata mahinn chhupa drd,moderate
apni zindagi mahinn bhi hasil nahi pa,moderate
zakhmon bhra hahi dil himmat khaly,moderate
rat bhr taqlefon mahinn jurm mahinn mubtala hon,moderate
raste meri galation bhre hue aur manzilein dur,moderate
khud mila saza mahinne tot chaha khud,moderate
roth hon khud mahinn preshan hon,moderate
drd bhri zindagi mahinn mahinne apne ap kho dia,moderate
preshanion kohra mahinn preshan hon,moderate
zindagi mujhe nakam bana dia,moderate
bhi krun dil musalsal fikrmand,moderate
gunahgr hon shayad isilie hr mujhe chhod deta,moderate
chupke roya krta hon magr himmat ankhon beh gayy,moderate
jet rahon mahinn apne ap kho hon,moderate
zindagi sawal ban gayi jiska jawab nahi milta,moderate
anso mere gunahon izhr krte dil mera sunsan,moderate
drd ehsas hr pal mera sathi mujh himmat nahi is raste chhorne,moderate
udasyan meri roh mahinn bas gayy,moderate
jet junon lekin sirf tanhahy,moderate
chhupi bat jurm mahinn mubtala hon,moderate
kisi kadr nahi hoti mery,moderate
zakhm dil bhataktay preshanion asr,moderate
zindagi udas silsila lagty,moderate
ahat nahi jurm mahinn mubtala hon,moderate
asman rula hahi aj musalsal fikrmand hon,moderate
dil tot hahi awaz nahi aty,moderate
dil tot bikhra hahi gunahon bojh lekr,moderate
hr pal jurmedil saya ankhon mahinn udas rang,moderate
asman aj keun itna gehra lagta jahise mere dil krvan udas,moderate
asman rula aj preshanion badal hahy,moderate
kahise kahon khud apne gunahon mahinn doba hon,moderate
hrne hon sapnon sath chhut hahy,moderate
bechahi dil mahinn andheron mahinn chhupi roshni mujh himmat nahy,moderate
rat bhr preshanion mahinn uljha hon preshan hon,moderate
jurm juda hon dil mubtala,moderate
apne ap hr chuka hon,moderate
lamhe lamhe mehrom hon preshani bojh saha raha,moderate
hrne hon jet sapne bikhr gaye,moderate
zindagi mahinn udas ehsas mujhe yaqen kamy,moderate
dil mahinn preshanion tofan mahinn preshan hon,moderate
zakhm gehraye mahinn jurm mahinn mubtala hon,moderate
hr brish mahinn asani dukhi jata hon keun hr bond dil chhuna chahata,moderate
khamoshion mahinn chhupi preshani ehsas musalsal fikrmand hon,moderate
dil tot hahi sapnon jahan bikhr,moderate
lamhe lamhe mehrom hon dil mahinn preshanion kahany,moderate
safr anth ahisa lag hahi jahise hr hon,moderate
hr kadam lagta asani dukhi jaonga jahise zindagi mera hosla toda,moderate
chhupi musibatein dil mahinn samoi keun zuban nahi a sakty,moderate
gunahgr hon apne khwabon khota chala,moderate
kahu dil hahi ek khamosh raz jise samajh nahi pata,moderate
sapno bhrosa tut hahy,moderate
zindagi mahinn udas ehsas mujhe yaqen kamy,moderate
zakhmon silsila mahinn hra hon,moderate
apne ap bezr hon khud nahi bach pa,moderate
hr kona kona mehsos hoti himmat kami dil bekrr,moderate
ankhon mahinn drd jurm mahinn mubtala hon,moderate
hr drd hr ehsas asani dukhi hone andaza deta,moderate
jurmewafa mahinn doba dil ansu chhupaye hue,moderate
hr din naya dukh sath lekr ata,moderate
jurmeishq mahinn kho hon dil drd bayan nahi raha,moderate
preshan hon dil mahinn drd chhupa hahy,moderate
anso chhupaye hue dil tot mahinne khud kho dia hahy,moderate
ek bekr admy,moderate
dil mahinn fikrmandi saya mahinn musalsal fikrmand hon,moderate
safr anth ahisa lag hahi jahise hrne hon,moderate
dil bhri sa lagta mahinn preshan hon,moderate
raste mahinn ayi rukawat sab khatam dia,moderate
lamhe lamhe mehrom hon dil mahinn preshanion kahany,moderate
ankho mahinn chhupa asliat ehsas,moderate
dil mahinn drd aur himmat hr gayy,moderate
bepanah tanhahi jurm mahinn mubtala hon,moderate
raste meri galation bhre hue aur manzilein dur,moderate
hrne hon jet sapne bikhr gaye,moderate
dil behad dukhi asani uske andr drd samajhna mushkil hahy,moderate
himmat kami bhra dil ankhon mahinn hahi drd izhr,moderate
zindagi sikha dia ki himmat silsila kabhikabhi tot hahy,moderate
zindagi bekr si manzil jismahinn bhi nahy,moderate
raton nend nahi ati dil mahinn ajeb si baychahii mujhe yaqen kamy,moderate
hrne hon jet sapna dor,moderate
hr raste mahinn lagta ke rah chhut gayi mujhe yaqen kami mehsos hoty,moderate
drd bhri rat meri galtion ehsas mahinn khud apni saza hisa hon,moderate
ankho mahinn ansu chhupaye dil tot hahy,moderate
drd bhri raton mahinn apni ghaltion ahsas hahi mahinne sab kho dia,moderate
jet jashn lekin sirf andhera,moderate
apni zindagi mahinn bhi hasil nahi pa,moderate
khamoshian meri sath meri khataon asr mahinn apne fahislon hisa hon,moderate
kahu dil hal jurm mahinn mubtala,moderate
kahu dil hal hra hon,moderate
hr kadam lagti asani dukhi hone thokr himmat kamzor gayy,moderate
hr rat naya khwab tot hahy,moderate
hr sans mahinn chhupi meri asani dukhi hone awaz jise sunna kisi lie mushkil,moderate
hr rat dil dastan likhta hon lekin sunne nahy,moderate
hr kadam lagti asani dukhi hone thokr himmat kamzor gayy,moderate
raste mahinn ayi rukawat sab khatam dia,moderate
zakhm dil bhataktay mahinn musalsal fikrmand hon,moderate
sochta hon keun yeh dukh preshan hon,moderate
umedon jahan mahinn hra hon,moderate
sapnon dunia bahr a hon hrne hon,moderate
preshani bhahi mujhe bohot,moderate
kahu dil khamosh jahise use samjha nahi pa ho,moderate
zindagi khaufnak sapna lagty,moderate
rahahi kuch keh hahi mahinn sun nahi pa,moderate
zindagi mujhe hrne majbor dia,moderate
dil tot bikhra hahi jet khwab chhut,moderate
hr koshish mahinn nakami ehsas,moderate
hr kadam asman dor lagta,moderate
rat bhr andheron mahinn asani dukhi jata hon jahise khud kho dia,moderate
apne drd chhupa hans hon,moderate
ansu meri hr izhr krte dil mera bekhabr,moderate
drd ek alag sa silsila jahise hr kadam ek naya zakham milta,moderate
kahu dil udas jahise kisi khoi raz talash mahinn,moderate
zakhmon silsila hr dil mahinn,moderate
khamosh raton mahinn dil rota mahinne apne ap kho dia,moderate
dil chho hahi preshanion hawa,moderate
bechahi dil mahinn hra hon,moderate
hr nazr mahinn chhupi asani dukhi hone kahani jise bayan mushkil,moderate
hr drd chhupa hahi himmat dhere ghat hahy,moderate
zindagi koi ujala nahi dikh bas andhera andhera,moderate
hr kadam thokr kha hon lekin mujh himmat nahi utthne,moderate
hr muskurahat mahinn chhupa ek afsos preshan hon,moderate
apne ansuon chhupa muskurata hon,moderate
ankhon mahinn chhupi drd kahani kalam nikalty,moderate
khamoshion mahinn basi meri gunahon kahani gunahgr hon,moderate
zindagi mahinn rang nahy,moderate
drd bhri ankhon mahinn chhupi meri gunahon kahany,moderate
hr sans mahinn chhupi meri asani dukhi hone awaz jise sunna kisi lie mushkil,moderate
dil drd chhupa hahi jurm mubtala,moderate
mujhe preshani dil udas sa lagta,moderate
zindagi safr mujhe tohda ab himmat thak gayy,moderate
zakhmon izhr raha magr awaz nahi nikal,moderate
zindagi hr lamha lagta ke adhora sa mujhe yaqen kamy,moderate
hr pal hr lamha asani dukh mahinn bheg hon,moderate
bekr zindgi koi fayeda nahy,moderate
hr raste tanha chalta hon keun koi mere sath nahi sakta,moderate
nakami izhr dil behad dukhi deta hr drd chhupa muskurana bhol hon,moderate
hr nigah mahinn chhupi asani dukhi hone dastan dil tota hahy,moderate
lafz bayan krne pehle dil tot hahi mera,moderate
rahahi badal gayi manzil traf keun koi dhyan nahy,moderate
apni khud kimat nahi jan paya,moderate
nakami drd dil cho hr kadam ek naya drd milta hahy,moderate
drd bhra dil aur himmat bikhr gayy,moderate
dil tot hahi drd izhr nahy,moderate
apni taqder hr chuka hon,moderate
nakami drd dil cho hr kadam ek naya drd milta hahy,moderate
meri muskurahat mahinn chhupi ek gehra drd gunahgr hon,moderate
dil lekin khoya sa lagta mujhe yaqen kami mehsos hoti hahy,moderate
hra hon dil tota hahy,moderate
hr lamha keun lagta ek sal jahise zindagi time tham ho,moderate
rat bhr bhegi khamoshian keun bayan sake dil bat,moderate
hr kadam tanhahi mera sathi drd mera dost,moderate
drd bhri yadon mujhe ghahira mujhe yaqen kami hahy,moderate
sapne tot gaye mahinn hrne hon,moderate
raste meri manzil milte nahy,moderate
himmat kami bhra dil ankhon mahinn hahi andhera,moderate
zindagi koi maqsad nahi lagta bas chalti rahy,moderate
bechahi hr pal sathy,moderate
khud juda hon hra hon,moderate
kisi keh nahi paye dil bat keun kehna jab sunne wala nahy,moderate
zakhmon mujhe ghera mahinn khud gunahgr ban hon,moderate
ansu chhupa muskurana sekh hon lekin himmat kamzor,moderate
dukh bhri dastan zindagi meri musalsal fikrmand hon,moderate
rat bhr andheron mahinn asani dukhi jata hon jahise dil sra bojh mere upr,moderate
safr hr lamha ek tanha rasta hr hon,moderate
